"","County Name","District Name","School Name"
"5428","Orange","Lowell Joint","Meadow Green Elementary"
"5429","Orange","Lowell Joint","Olita Elementary"
"5430","Orange","Lowell Joint","Rancho-Starbuck Intermediate"
"5431","Orange","Magnolia Elementary","Dr. Albert Schweitzer"
"5432","Orange","Magnolia Elementary","Dr. Jonas E. Salk"
"5433","Orange","Magnolia Elementary","Dr. Peter Marshall"
"5434","Orange","Magnolia Elementary","Esther L. Walter"
"5435","Orange","Magnolia Elementary","Juliette Low School of the Arts"
"5436","Orange","Magnolia Elementary","Lord Baden-Powell"
"5437","Orange","Magnolia Elementary","Mattie Lou Maxwell"
"5438","Orange","Magnolia Elementary","Nonpublic, Nonsectarian Schools"
"5439","Orange","Magnolia Elementary","Robert M. Pyles STEM Academy"
"5440","Orange","Magnolia Elementary","Walt Disney"
"5441","Orange","Newport-Mesa Unified","Abraham Lincoln Elementary"
"5442","Orange","Newport-Mesa Unified","Adams Elementary"
"5443","Orange","Newport-Mesa Unified","Back Bay High"
"5444","Orange","Newport-Mesa Unified","California Elementary"
"5445","Orange","Newport-Mesa Unified","Charles W. Tewinkle Middle"
"5446","Orange","Newport-Mesa Unified","College Park Elementary"
"5447","Orange","Newport-Mesa Unified","Corona del Mar High"
"5448","Orange","Newport-Mesa Unified","Costa Mesa High"
"5449","Orange","Newport-Mesa Unified","Early College High"
"5450","Orange","Newport-Mesa Unified","Eastbluff Elementary"
"5451","Orange","Newport-Mesa Unified","Estancia High"
"5452","Orange","Newport-Mesa Unified","Everett A. Rea Elementary"
"5453","Orange","Newport-Mesa Unified","Harbor View Elementary"
"5454","Orange","Newport-Mesa Unified","Heinz Kaiser Elementary"
"5455","Orange","Newport-Mesa Unified","Horace Ensign Intermediate"
"5456","Orange","Newport-Mesa Unified","Killybrooke Elementary"
"5457","Orange","Newport-Mesa Unified","Mariners Elementary"
"5458","Orange","Newport-Mesa Unified","Maude B. Davis Elementary"
"5459","Orange","Newport-Mesa Unified","Monte Vista High/Cloud Campus"
"5460","Orange","Newport-Mesa Unified","Newport Coast Elementary"
"5461","Orange","Newport-Mesa Unified","Newport Elementary"
"5462","Orange","Newport-Mesa Unified","Newport Harbor High"
"5463","Orange","Newport-Mesa Unified","Newport Heights Elementary"
"5464","Orange","Newport-Mesa Unified","Paularino Elementary"
"5465","Orange","Newport-Mesa Unified","Pomona Elementary"
"5466","Orange","Newport-Mesa Unified","Roy O. Andersen Elementary"
"5467","Orange","Newport-Mesa Unified","Sonora Elementary"
"5468","Orange","Newport-Mesa Unified","Victoria Elementary"
"5469","Orange","Newport-Mesa Unified","Whittier Elementary"
"5470","Orange","Newport-Mesa Unified","Wilson Elementary"
"5471","Orange","Newport-Mesa Unified","Woodland Elementary"
"5472","Orange","Ocean View","Circle View Elementary"
"5473","Orange","Ocean View","College View Elementary"
"5474","Orange","Ocean View","Golden View Elementary"
"5475","Orange","Ocean View","Harbour View Elementary"
"5476","Orange","Ocean View","Hope View Elementary"
"5477","Orange","Ocean View","Lake View Elementary"
"5478","Orange","Ocean View","Marine View Middle"
"5479","Orange","Ocean View","Mesa View Middle"
"5480","Orange","Ocean View","Oak View Elementary"
"5481","Orange","Ocean View","Spring View Middle"
"5482","Orange","Ocean View","Star View Elementary"
"5483","Orange","Ocean View","Village View Elementary"
"5484","Orange","Ocean View","Vista View Middle"
"5485","Orange","Ocean View","Westmont Elementary"
"5486","Orange","Orange County Department of Education","ACCESS County Community"
"5487","Orange","Orange County Department of Education","ACCESS Juvenile Hall"
"5488","Orange","Orange County Department of Education","Citrus Springs Charter"
"5489","Orange","Orange County Department of Education","College and Career Preparatory Academy"
"5490","Orange","Orange County Department of Education","Ednovate - Legacy College Prep."
"5491","Orange","Orange County Department of Education","EPIC Charter (Excellence Performance Innovation Citizenship)"
"5492","Orange","Orange County Department of Education","International School for Science and Culture"
"5493","Orange","Orange County Department of Education","Irvine International Academy"
"5494","Orange","Orange County Department of Education","OCCS:CHEP/PCHS"
"5495","Orange","Orange County Department of Education","OCSA"
"5496","Orange","Orange County Department of Education","Orange County Academy of Sciences and Arts"
"5497","Orange","Orange County Department of Education","Orange County Special Education"
"5498","Orange","Orange County Department of Education","Orange County Workforce Innovation High"
"5499","Orange","Orange County Department of Education","Oxford Preparatory Academy - Saddleback Valley"
"5500","Orange","Orange County Department of Education","Samueli Academy"
"5501","Orange","Orange County Department of Education","Scholarship Prep"
"5502","Orange","Orange County Department of Education","Suncoast Preparatory Academy"
"5503","Orange","Orange County Department of Education","Sycamore Creek Community Charter"
"5504","Orange","Orange County Department of Education","Tomorrow's Leadership Collaborative (TLC) Charter"
"5505","Orange","Orange County Department of Education","Unity Middle College High"
"5506","Orange","Orange County Department of Education","Vista Condor Global Academy"
"5507","Orange","Orange County Department of Education","Vista Heritage Global Academy"
"5508","Orange","Orange Unified","Anaheim Hills Elementary"
"5509","Orange","Orange Unified","California Elementary"
"5510","Orange","Orange Unified","Cambridge Elementary"
"5511","Orange","Orange Unified","Canyon High"
"5512","Orange","Orange Unified","Canyon Hills"
"5513","Orange","Orange Unified","Canyon Rim Elementary"
"5514","Orange","Orange Unified","Cerro Villa Middle"
"5515","Orange","Orange Unified","Chapman Hills Elementary"
"5516","Orange","Orange Unified","Crescent Elementary"
"5517","Orange","Orange Unified","El Modena High"
"5518","Orange","Orange Unified","El Rancho Charter"
"5519","Orange","Orange Unified","Esplanade Elementary"
"5520","Orange","Orange Unified","Fairhaven Elementary"
"5521","Orange","Orange Unified","Fletcher Elementary"
"5522","Orange","Orange Unified","Handy Elementary"
"5523","Orange","Orange Unified","Imperial Elementary"
"5524","Orange","Orange Unified","Jordan Academy of Language and Computer Science"
"5525","Orange","Orange Unified","La Veta Elementary"
"5526","Orange","Orange Unified","Lampson Elementary"
"5527","Orange","Orange Unified","Linda Vista Elementary"
"5528","Orange","Orange Unified","McPherson Magnet"
"5529","Orange","Orange Unified","Nohl Canyon Elementary"
"5530","Orange","Orange Unified","Olive Elementary"
"5531","Orange","Orange Unified","Orange County Classical Academy"
"5532","Orange","Orange Unified","Orange High"
"5533","Orange","Orange Unified","OUSD Community Day"
"5534","Orange","Orange Unified","OUSD EDGE Virtual Academy"
"5535","Orange","Orange Unified","OUSD Home Sch"
"5536","Orange","Orange Unified","Palmyra Elementary"
"5537","Orange","Orange Unified","Panorama Elementary"
"5538","Orange","Orange Unified","Portola Middle"
"5539","Orange","Orange Unified","Prospect Elementary"
"5540","Orange","Orange Unified","Richland Continuation High"
"5541","Orange","Orange Unified","Running Springs Elementary"
"5542","Orange","Orange Unified","Santiago Middle"
"5543","Orange","Orange Unified","Serrano Elementary"
"5544","Orange","Orange Unified","Sycamore Elementary"
"5545","Orange","Orange Unified","Taft Elementary"
"5546","Orange","Orange Unified","Villa Park Elementary"
"5547","Orange","Orange Unified","Villa Park High"
"5548","Orange","Orange Unified","West Orange Elementary"
"5549","Orange","Orange Unified","Yorba Middle"
"5550","Orange","Placentia-Yorba Linda Unified","Bernardo Yorba Middle"
"5551","Orange","Placentia-Yorba Linda Unified","Brookhaven Elementary"
"5552","Orange","Placentia-Yorba Linda Unified","Bryant Ranch Elementary"
"5553","Orange","Placentia-Yorba Linda Unified","Buena Vista Virtual Academy"
"5554","Orange","Placentia-Yorba Linda Unified","Charles Wagner Elementary"
"5555","Orange","Placentia-Yorba Linda Unified","Col. J. K. Tuffree Middle"
"5556","Orange","Placentia-Yorba Linda Unified","El Camino Real Continuation High"
"5557","Orange","Placentia-Yorba Linda Unified","El Dorado High"
"5558","Orange","Placentia-Yorba Linda Unified","Esperanza High"
"5559","Orange","Placentia-Yorba Linda Unified","Fairmont Elementary"
"5560","Orange","Placentia-Yorba Linda Unified","George Key"
"5561","Orange","Placentia-Yorba Linda Unified","Glenknoll Elementary"
"5562","Orange","Placentia-Yorba Linda Unified","Glenview Elementary"
"5563","Orange","Placentia-Yorba Linda Unified","Golden Elementary"
"5564","Orange","Placentia-Yorba Linda Unified","John O. Tynes Elementary"
"5565","Orange","Placentia-Yorba Linda Unified","Kraemer Middle"
"5566","Orange","Placentia-Yorba Linda Unified","Lakeview Elementary"
"5567","Orange","Placentia-Yorba Linda Unified","Linda Vista Elementary"
"5568","Orange","Placentia-Yorba Linda Unified","Mabel M. Paine Elementary"
"5569","Orange","Placentia-Yorba Linda Unified","Melrose Elementary"
"5570","Orange","Placentia-Yorba Linda Unified","Morse Elementary"
"5571","Orange","Placentia-Yorba Linda Unified","Parkview"
"5572","Orange","Placentia-Yorba Linda Unified","Rio Vista Elementary"
"5573","Orange","Placentia-Yorba Linda Unified","Rose Drive Elementary"
"5574","Orange","Placentia-Yorba Linda Unified","Ruby Drive Elementary"
"5575","Orange","Placentia-Yorba Linda Unified","Sierra Vista Elementary"
"5576","Orange","Placentia-Yorba Linda Unified","Topaz Elementary"
"5577","Orange","Placentia-Yorba Linda Unified","Travis Ranch"
"5578","Orange","Placentia-Yorba Linda Unified","Valadez Middle School Academy"
"5579","Orange","Placentia-Yorba Linda Unified","Valencia High"
"5580","Orange","Placentia-Yorba Linda Unified","Van Buren Elementary"
"5581","Orange","Placentia-Yorba Linda Unified","Woodsboro Elementary"
"5582","Orange","Placentia-Yorba Linda Unified","Yorba Linda High"
"5583","Orange","Placentia-Yorba Linda Unified","Yorba Linda Middle"
"5584","Orange","Saddleback Valley Unified","Cielo Vista Elementary"
"5585","Orange","Saddleback Valley Unified","De Portola Elementary"
"5586","Orange","Saddleback Valley Unified","Del Cerro Elementary"
"5587","Orange","Saddleback Valley Unified","Del Lago Elementary"
"5588","Orange","Saddleback Valley Unified","El Toro High"
"5589","Orange","Saddleback Valley Unified","Esperanza Education Center"
"5590","Orange","Saddleback Valley Unified","Foothill Ranch Elementary"
"5591","Orange","Saddleback Valley Unified","Glen Yermo Elementary"
"5592","Orange","Saddleback Valley Unified","La Madera Elementary"
"5593","Orange","Saddleback Valley Unified","La Paz Intermediate"
"5594","Orange","Saddleback Valley Unified","Laguna Hills High"
"5595","Orange","Saddleback Valley Unified","Lake Forest Elementary"
"5596","Orange","Saddleback Valley Unified","Linda Vista Magnet Elementary"
"5597","Orange","Saddleback Valley Unified","Lomarena Elementary"
"5598","Orange","Saddleback Valley Unified","Los Alisos Intermediate"
"5599","Orange","Saddleback Valley Unified","Melinda Heights Elementary"
"5600","Orange","Saddleback Valley Unified","Mission Viejo High"
"5601","Orange","Saddleback Valley Unified","Montevideo Elementary"
"5602","Orange","Saddleback Valley Unified","Olivewood Elementary"
"5603","Orange","Saddleback Valley Unified","Portola Hills Elementary"
"5604","Orange","Saddleback Valley Unified","Ralph A. Gates DLI Magnet Elementary"
"5605","Orange","Saddleback Valley Unified","Rancho Canada Elementary"
"5606","Orange","Saddleback Valley Unified","Rancho Santa Margarita Intermediate"
"5607","Orange","Saddleback Valley Unified","Robinson Elementary"
"5608","Orange","Saddleback Valley Unified","San Joaquin Elementary"
"5609","Orange","Saddleback Valley Unified","Santiago STEAM Magnet Elementary"
"5610","Orange","Saddleback Valley Unified","Serrano Intermediate"
"5611","Orange","Saddleback Valley Unified","Silverado High"
"5612","Orange","Saddleback Valley Unified","SVUSD Virtual Academy (Alternative)"
"5613","Orange","Saddleback Valley Unified","Trabuco Elementary"
"5614","Orange","Saddleback Valley Unified","Trabuco Hills High"
"5615","Orange","Saddleback Valley Unified","Trabuco Mesa Elementary"
"5616","Orange","Saddleback Valley Unified","Valencia Elementary"
"5617","Orange","Santa Ana Unified","Abraham Lincoln Elementary"
"5618","Orange","Santa Ana Unified","Adams Elementary"
"5619","Orange","Santa Ana Unified","Advanced Learning Academy"
"5620","Orange","Santa Ana Unified","Andrew Jackson Elementary"
"5621","Orange","Santa Ana Unified","Carl Harvey Elementary"
"5622","Orange","Santa Ana Unified","Century High"
"5623","Orange","Santa Ana Unified","Cesar E. Chavez High"
"5624","Orange","Santa Ana Unified","Diamond Elementary"
"5625","Orange","Santa Ana Unified","Douglas MacArthur Fundamental Intermediate"
"5626","Orange","Santa Ana Unified","Edward B. Cole Academy"
"5627","Orange","Santa Ana Unified","El Sol Santa Ana Science and Arts Academy"
"5628","Orange","Santa Ana Unified","Franklin Elementary"
"5629","Orange","Santa Ana Unified","Fremont Elementary"
"5630","Orange","Santa Ana Unified","Garfield Elementary"
"5631","Orange","Santa Ana Unified","George Washington Carver Elementary"
"5632","Orange","Santa Ana Unified","Gerald P. Carr Intermediate"
"5633","Orange","Santa Ana Unified","Gonzalo Felicitas Mendez Fundamental Intermediate"
"5634","Orange","Santa Ana Unified","Greenville Fundamental Elementary"
"5635","Orange","Santa Ana Unified","Hector G. Godinez"
"5636","Orange","Santa Ana Unified","Heroes Elementary"
"5637","Orange","Santa Ana Unified","Jefferson Elementary"
"5638","Orange","Santa Ana Unified","Jim Thorpe Fundamental"
"5639","Orange","Santa Ana Unified","John F. Kennedy Elementary"
"5640","Orange","Santa Ana Unified","John Muir Fundamental Elementary"
"5641","Orange","Santa Ana Unified","Julia C. Lathrop Intermediate"
"5642","Orange","Santa Ana Unified","Lorin Griset Academy"
"5643","Orange","Santa Ana Unified","Lowell Elementary"
"5644","Orange","Santa Ana Unified","Madison Elementary"
"5645","Orange","Santa Ana Unified","Manuel Esqueda Elementary"
"5646","Orange","Santa Ana Unified","Martin Elementary"
"5647","Orange","Santa Ana Unified","Martin Luther King Jr. Elementary"
"5648","Orange","Santa Ana Unified","Martin R. Heninger Elementary"
"5649","Orange","Santa Ana Unified","McFadden Institute of Technology"
"5650","Orange","Santa Ana Unified","Middle College High"
"5651","Orange","Santa Ana Unified","Monroe Elementary"
"5652","Orange","Santa Ana Unified","Monte Vista Elementary"
"5653","Orange","Santa Ana Unified","Nova Academy Early College High"
"5654","Orange","Santa Ana Unified","Orange County Educational Arts Academy"
"5655","Orange","Santa Ana Unified","Pio Pico Elementary"
"5656","Orange","Santa Ana Unified","Raymond A. Villa Fundamental Intermediate"
"5657","Orange","Santa Ana Unified","REACH Academy"
"5658","Orange","Santa Ana Unified","Romero-Cruz Academy"
"5659","Orange","Santa Ana Unified","Roosevelt Walker Academy"
"5660","Orange","Santa Ana Unified","Saddleback High"
"5661","Orange","Santa Ana Unified","Santa Ana High"
"5662","Orange","Santa Ana Unified","Santiago Elementary"
"5663","Orange","Santa Ana Unified","Segerstrom High"
"5664","Orange","Santa Ana Unified","Sierra Preparatory Academy"
"5665","Orange","Santa Ana Unified","Taft Elementary"
"5666","Orange","Santa Ana Unified","Thomas A. Edison Elementary"
"5667","Orange","Santa Ana Unified","Valley High"
"5668","Orange","Santa Ana Unified","Wallace R. Davis Elementary"
"5669","Orange","Santa Ana Unified","Washington Elementary"
"5670","Orange","Santa Ana Unified","Willard Intermediate"
"5671","Orange","Santa Ana Unified","Wilson Elementary"
"5672","Orange","Savanna Elementary","Cerritos Elementary"
"5673","Orange","Savanna Elementary","Hansen Elementary"
"5674","Orange","Savanna Elementary","Holder Elementary"
"5675","Orange","Savanna Elementary","Twila Reid Elementary"
"5676","Orange","SBE - Magnolia Science Academy Santa Ana","Magnolia Science Academy Santa Ana"
"5677","Orange","Tustin Unified","Arnold O. Beckman High"
"5678","Orange","Tustin Unified","Arroyo Elementary"
"5679","Orange","Tustin Unified","Barbara Benson Elementary"
"5680","Orange","Tustin Unified","Benjamin F. Beswick Elementary"
"5681","Orange","Tustin Unified","C. E. Utt Middle"
"5682","Orange","Tustin Unified","Columbus Tustin Middle"
"5683","Orange","Tustin Unified","Foothill High"
"5684","Orange","Tustin Unified","Guin Foss Elementary"
"5685","Orange","Tustin Unified","Helen Estock Elementary"
"5686","Orange","Tustin Unified","Heritage Elementary"
"5687","Orange","Tustin Unified","Hewes Middle"
"5688","Orange","Tustin Unified","Hicks Canyon Elementary"
"5689","Orange","Tustin Unified","Hillview High (Continuation)"
"5690","Orange","Tustin Unified","Ladera Elementary"
"5691","Orange","Tustin Unified","Legacy Magnet Academy"
"5692","Orange","Tustin Unified","Loma Vista Elementary"
"5693","Orange","Tustin Unified","Myford Elementary"
"5694","Orange","Tustin Unified","Orchard Hills"
"5695","Orange","Tustin Unified","Peters Canyon Elementary"
"5696","Orange","Tustin Unified","Pioneer Middle"
"5697","Orange","Tustin Unified","Red Hill Elementary"
"5698","Orange","Tustin Unified","Robert Heideman Elementary"
"5699","Orange","Tustin Unified","Sycamore Magnet Academy"
"5700","Orange","Tustin Unified","Tustin Connect"
"5701","Orange","Tustin Unified","Tustin High"
"5702","Orange","Tustin Unified","Tustin Memorial Elementary"
"5703","Orange","Tustin Unified","Tustin Ranch Elementary"
"5704","Orange","Tustin Unified","W. R. Nelson Elementary"
"5705","Orange","Westminster","Ada Clegg Elementary"
"5706","Orange","Westminster","Anderson Elementary"
"5707","Orange","Westminster","Demille Elementary"
"5708","Orange","Westminster","Eastwood Elementary"
"5709","Orange","Westminster","Finley Elementary"
"5710","Orange","Westminster","Fryberger Elementary"
"5711","Orange","Westminster","Helen Stacey Middle"
"5712","Orange","Westminster","Jessie Hayden Elementary"
"5713","Orange","Westminster","Johnson Middle"
"5714","Orange","Westminster","Meairs Elementary"
"5715","Orange","Westminster","Schmitt Elementary"
"5716","Orange","Westminster","Schroeder Elementary"
"5717","Orange","Westminster","Sequoia Elementary"
"5718","Orange","Westminster","Warner Middle"
"5719","Orange","Westminster","Webber Elementary"
"5720","Orange","Westminster","Willmore Elementary"
"5721","Placer","",""
"5722","Placer","Ackerman Charter","District Office"
"5723","Placer","Alta-Dutch Flat Union Elementary","District Office"
"5724","Placer","Auburn Union Elementary","District Office"
"5725","Placer","Colfax Elementary","District Office"
"5726","Placer","Dry Creek Joint Elementary","District Office"
"5727","Placer","Eureka Union","District Office"
"5728","Placer","Foresthill Union Elementary","District Office"
"5729","Placer","Loomis Union Elementary","District Office"
"5730","Placer","Newcastle Elementary","District Office"
"5731","Placer","Placer County Office of Education","District Office"
"5732","Placer","Placer Hills Union Elementary","District Office"
"5733","Placer","Placer Union High","District Office"
"5734","Placer","Rocklin Unified","District Office"
"5735","Placer","Roseville City Elementary","District Office"
"5736","Placer","Roseville Joint Union High","District Office"
"5737","Placer","Tahoe-Truckee Unified","District Office"
"5738","Placer","Western Placer Unified","District Office"
"5739","Placer","Ackerman Charter","Bowman Charter"
"5740","Placer","Alta-Dutch Flat Union Elementary","Alta-Dutch Flat Elementary"
"5741","Placer","Auburn Union Elementary","Alta Vista Community Charter"
"5742","Placer","Auburn Union Elementary","Auburn Elementary"
"5743","Placer","Auburn Union Elementary","EV Cain Middle"
"5744","Placer","Auburn Union Elementary","Rock Creek Elementary"
"5745","Placer","Auburn Union Elementary","Skyridge Elementary"
"5746","Placer","Colfax Elementary","Colfax Elementary"
"5747","Placer","Dry Creek Joint Elementary","Antelope Crossing Middle"
"5748","Placer","Dry Creek Joint Elementary","Antelope Meadows Elementary"
"5749","Placer","Dry Creek Joint Elementary","Barrett Ranch Elementary"
"5750","Placer","Dry Creek Joint Elementary","Coyote Ridge Elementary"
"5751","Placer","Dry Creek Joint Elementary","Creekview Ranch"
"5752","Placer","Dry Creek Joint Elementary","Dry Creek Connections Academy"
"5753","Placer","Dry Creek Joint Elementary","Heritage Oak Elementary"
"5754","Placer","Dry Creek Joint Elementary","Olive Grove Elementary"
"5755","Placer","Dry Creek Joint Elementary","Quail Glen Elementary"
"5756","Placer","Dry Creek Joint Elementary","Silverado Middle"
"5757","Placer","Eureka Union","Excelsior Elementary"
"5758","Placer","Eureka Union","Greenhills Elementary"
"5759","Placer","Eureka Union","Maidu Elementary"
"5760","Placer","Eureka Union","Oakhills Elementary"
"5761","Placer","Eureka Union","Olympus Junior High"
"5762","Placer","Eureka Union","Ridgeview Elementary"
"5763","Placer","Eureka Union","Willma Cavitt Junior High"
"5764","Placer","Foresthill Union Elementary","Foresthill Divide"
"5765","Placer","Loomis Union Elementary","Franklin Elementary"
"5766","Placer","Loomis Union Elementary","H. Clarke Powers Elementary"
"5767","Placer","Loomis Union Elementary","Loomis Basin Charter"
"5768","Placer","Loomis Union Elementary","Loomis Elementary"
"5769","Placer","Loomis Union Elementary","Ophir STEAM Academy"
"5770","Placer","Loomis Union Elementary","Penryn Elementary"
"5771","Placer","Loomis Union Elementary","Placer Elementary"
"5772","Placer","Newcastle Elementary","Creekside Charter"
"5773","Placer","Newcastle Elementary","Golden Valley Tahoe"
"5774","Placer","Newcastle Elementary","Harvest Ridge Cooperative Charter"
"5775","Placer","Newcastle Elementary","Newcastle Charter"
"5776","Placer","Newcastle Elementary","Newcastle Elementary"
"5777","Placer","Newcastle Elementary","Rocklin Academy Gateway"
"5778","Placer","Placer County Office of Education","Placer County Community Schools"
"5779","Placer","Placer County Office of Education","Placer County Court Schools"
"5780","Placer","Placer County Office of Education","Placer County Pathways Charter"
"5781","Placer","Placer County Office of Education","Placer County Special Education"
"5782","Placer","Placer County Office of Education","Sierra Vista"
"5783","Placer","Placer Hills Union Elementary","Sierra Hills Elementary"
"5784","Placer","Placer Hills Union Elementary","Weimar Hills"
"5785","Placer","Placer Union High","Colfax High"
"5786","Placer","Placer Union High","Confluence Continuation High"
"5787","Placer","Placer Union High","Del Oro High"
"5788","Placer","Placer Union High","Foresthill High"
"5789","Placer","Placer Union High","Maidu Virtual Charter Academy"
"5790","Placer","Placer Union High","Placer High"
"5791","Placer","Rocklin Unified","Antelope Creek Elementary"
"5792","Placer","Rocklin Unified","Breen Elementary"
"5793","Placer","Rocklin Unified","Cobblestone Elementary"
"5794","Placer","Rocklin Unified","Granite Oaks Middle"
"5795","Placer","Rocklin Unified","Maria Montessori Charter Academy"
"5796","Placer","Rocklin Unified","Parker Whitney Elementary"
"5797","Placer","Rocklin Unified","Placer Academy Charter"
"5798","Placer","Rocklin Unified","Rock Creek Elementary"
"5799","Placer","Rocklin Unified","Rocklin Academy"
"5800","Placer","Rocklin Unified","Rocklin Academy at Meyers Street"
"5801","Placer","Rocklin Unified","Rocklin Alternative Education Center"
"5802","Placer","Rocklin Unified","Rocklin Elementary"
"5803","Placer","Rocklin Unified","Rocklin High"
"5804","Placer","Rocklin Unified","Ruhkala Elementary"
"5805","Placer","Rocklin Unified","Sierra Elementary"
"5806","Placer","Rocklin Unified","Spring View Middle"
"5807","Placer","Rocklin Unified","Sunset Ranch Elementary"
"5808","Placer","Rocklin Unified","Twin Oaks Elementary"
"5809","Placer","Rocklin Unified","Valley View Elementary"
"5810","Placer","Rocklin Unified","Victory High"
"5811","Placer","Rocklin Unified","Western Sierra Collegiate Academy"
"5812","Placer","Rocklin Unified","Whitney High"
"5813","Placer","Roseville City Elementary","Barbara Chilton Middle"
"5814","Placer","Roseville City Elementary","Blue Oaks Elementary"
"5815","Placer","Roseville City Elementary","Bradford Woodbridge Fundamental Elementary"
"5816","Placer","Roseville City Elementary","Catheryn Gates Elementary"
"5817","Placer","Roseville City Elementary","Crestmont Elementary"
"5818","Placer","Roseville City Elementary","Diamond Creek Elementary"
"5819","Placer","Roseville City Elementary","Ferris Spanger Elementary"
"5820","Placer","Roseville City Elementary","Fiddyment Farm"
"5821","Placer","Roseville City Elementary","George A. Buljan Middle"
"5822","Placer","Roseville City Elementary","George Cirby Elementary"
"5823","Placer","Roseville City Elementary","George Sargeant Elementary"
"5824","Placer","Roseville City Elementary","Junction Elementary"
"5825","Placer","Roseville City Elementary","Orchard Ranch Elementary"
"5826","Placer","Roseville City Elementary","Riego Creek Elementary"
"5827","Placer","Roseville City Elementary","Robert C. Cooley Middle"
"5828","Placer","Roseville City Elementary","Stoneridge Elementary"
"5829","Placer","Roseville City Elementary","Thomas Jefferson Elementary"
"5830","Placer","Roseville City Elementary","Vencil Brown Elementary"
"5831","Placer","Roseville City Elementary","Warren T. Eich Middle"
"5832","Placer","Roseville City Elementary","William Kaseberg Elementary"
"5833","Placer","Roseville Joint Union High","Adelante High (Continuation)"
"5834","Placer","Roseville Joint Union High","Antelope High"
"5835","Placer","Roseville Joint Union High","Granite Bay High"
"5836","Placer","Roseville Joint Union High","Independence High (Alternative)"
"5837","Placer","Roseville Joint Union High","John Adams Academy - Roseville"
"5838","Placer","Roseville Joint Union High","Oakmont High"
"5839","Placer","Roseville Joint Union High","Roseville High"
"5840","Placer","Roseville Joint Union High","West Park High"
"5841","Placer","Roseville Joint Union High","Woodcreek High"
"5842","Placer","Tahoe-Truckee Unified","Alder Creek Middle"
"5843","Placer","Tahoe-Truckee Unified","Cold Stream Alternative"
"5844","Placer","Tahoe-Truckee Unified","Donner Trail Elementary"
"5845","Placer","Tahoe-Truckee Unified","Glenshire Elementary"
"5846","Placer","Tahoe-Truckee Unified","Kings Beach Elementary"
"5847","Placer","Tahoe-Truckee Unified","North Tahoe High"
"5848","Placer","Tahoe-Truckee Unified","North Tahoe Middle"
"5849","Placer","Tahoe-Truckee Unified","Sierra Expeditionary Learning"
"5850","Placer","Tahoe-Truckee Unified","Sierra High (Continuation)"
"5851","Placer","Tahoe-Truckee Unified","Tahoe Lake Elementary"
"5852","Placer","Tahoe-Truckee Unified","Tahoe Truckee High"
"5853","Placer","Tahoe-Truckee Unified","Truckee Elementary"
"5854","Placer","Western Placer Unified","ATLAS Learning Academy"
"5855","Placer","Western Placer Unified","Carlin C. Coppin Elementary"
"5856","Placer","Western Placer Unified","Creekside Oaks Elementary"
"5857","Placer","Western Placer Unified","First Street Elementary"
"5858","Placer","Western Placer Unified","Foskett Ranch Elementary"
"5859","Placer","Western Placer Unified","Glen Edwards Middle"
"5860","Placer","Western Placer Unified","Horizon Charter"
"5861","Placer","Western Placer Unified","John Adams Academy - Lincoln"
"5862","Placer","Western Placer Unified","Lincoln Crossing Elementary"
"5863","Placer","Western Placer Unified","Lincoln High"
"5864","Placer","Western Placer Unified","Phoenix High (Continuation)"
"5865","Placer","Western Placer Unified","Scott M. Leaman"
"5866","Placer","Western Placer Unified","Sheridan Elementary"
"5867","Placer","Western Placer Unified","Twelve Bridges Elementary"
"5868","Placer","Western Placer Unified","Twelve Bridges High"
"5869","Placer","Western Placer Unified","Twelve Bridges Middle"
"5870","Plumas","",""
"5871","Plumas","Plumas County Office of Education","District Office"
"5872","Plumas","Plumas Unified","District Office"
"5873","Plumas","Plumas County Office of Education","Plumas County Community"
"5874","Plumas","Plumas County Office of Education","Plumas County Opportunity"
"5875","Plumas","Plumas County Office of Education","Portola Opportunity"
"5876","Plumas","Plumas Unified","Almanor High (Continuation)"
"5877","Plumas","Plumas Unified","Beckwourth (Jim) High (Continuation)"
"5878","Plumas","Plumas Unified","C. Roy Carmichael Elementary"
"5879","Plumas","Plumas Unified","Chester Elementary"
"5880","Plumas","Plumas Unified","Chester Junior/Senior High"
"5881","Plumas","Plumas Unified","Greenville Elementary"
"5882","Plumas","Plumas Unified","Greenville Junior/Senior High"
"5883","Plumas","Plumas Unified","Plumas Charter"
"5884","Plumas","Plumas Unified","Portola Junior/Senior High"
"5885","Plumas","Plumas Unified","Quincy Elementary"
"5886","Plumas","Plumas Unified","Quincy Junior/Senior High"
"5887","Riverside","",""
"5888","Riverside","Alvord Unified","District Office"
"5889","Riverside","Banning Unified","District Office"
"5890","Riverside","Beaumont Unified","District Office"
"5891","Riverside","California School for the Deaf-Riverside (State Special Schl)","District Office"
"5892","Riverside","Coachella Valley Unified","District Office"
"5893","Riverside","Corona-Norco Unified","District Office"
"5894","Riverside","Desert Center Unified","District Office"
"5895","Riverside","Desert Sands Unified","District Office"
"5896","Riverside","Hemet Unified","District Office"
"5897","Riverside","Jurupa Unified","District Office"
"5898","Riverside","Lake Elsinore Unified","District Office"
"5899","Riverside","Menifee Union Elementary","District Office"
"5900","Riverside","Moreno Valley Unified","District Office"
"5901","Riverside","Murrieta Valley Unified","District Office"
"5902","Riverside","Nuview Union","District Office"
"5903","Riverside","Palm Springs Unified","District Office"
