"","County Name","District Name","School Name"
"8411","San Joaquin","Escalon Unified","Farmington Elementary"
"8412","San Joaquin","Escalon Unified","Van Allen Elementary"
"8413","San Joaquin","Escalon Unified","Vista High (Continuation)"
"8414","San Joaquin","Jefferson Elementary","Anthony C. Traina Elementary"
"8415","San Joaquin","Jefferson Elementary","Jefferson"
"8416","San Joaquin","Jefferson Elementary","Monticello Elementary"
"8417","San Joaquin","Jefferson Elementary","Tom Hawkins Elementary"
"8418","San Joaquin","Lammersville Joint Unified","Altamont Elementary"
"8419","San Joaquin","Lammersville Joint Unified","Bethany Elementary"
"8420","San Joaquin","Lammersville Joint Unified","Hansen Elementary"
"8421","San Joaquin","Lammersville Joint Unified","Julius Cordes Elementary"
"8422","San Joaquin","Lammersville Joint Unified","Lammersville Elementary"
"8423","San Joaquin","Lammersville Joint Unified","Mountain House High"
"8424","San Joaquin","Lammersville Joint Unified","Sebastian Questa Elementary"
"8425","San Joaquin","Lammersville Joint Unified","Wicklund Elementary"
"8426","San Joaquin","Lincoln Unified","Brookside"
"8427","San Joaquin","Lincoln Unified","Claudia Landeen"
"8428","San Joaquin","Lincoln Unified","Colonial Heights"
"8429","San Joaquin","Lincoln Unified","Don Riggio"
"8430","San Joaquin","Lincoln Unified","John McCandless Charter"
"8431","San Joaquin","Lincoln Unified","John R. Williams"
"8432","San Joaquin","Lincoln Unified","Lincoln Elementary"
"8433","San Joaquin","Lincoln Unified","Lincoln High"
"8434","San Joaquin","Lincoln Unified","Mable Barron"
"8435","San Joaquin","Lincoln Unified","Sierra Middle"
"8436","San Joaquin","Lincoln Unified","Special Education Preschool DIS"
"8437","San Joaquin","Lincoln Unified","Tully C. Knoles"
"8438","San Joaquin","Lincoln Unified","Village Oaks High"
"8439","San Joaquin","Linden Unified","Glenwood Elementary"
"8440","San Joaquin","Linden Unified","Linden Elementary"
"8441","San Joaquin","Linden Unified","Linden High"
"8442","San Joaquin","Linden Unified","Pride Continuation"
"8443","San Joaquin","Linden Unified","Waterloo Elementary"
"8444","San Joaquin","Linden Unified","Waverly Elementary"
"8445","San Joaquin","Lodi Unified","Ansel Adams"
"8446","San Joaquin","Lodi Unified","Aspire Benjamin Holt College Preparatory Academy"
"8447","San Joaquin","Lodi Unified","Aspire Benjamin Holt Middle"
"8448","San Joaquin","Lodi Unified","Aspire River Oaks Charter"
"8449","San Joaquin","Lodi Unified","Aspire Vincent Shalvey Academy"
"8450","San Joaquin","Lodi Unified","Bear Creek High"
"8451","San Joaquin","Lodi Unified","Beckman Elementary"
"8452","San Joaquin","Lodi Unified","Christa McAuliffe Middle"
"8453","San Joaquin","Lodi Unified","Clairmont Elementary"
"8454","San Joaquin","Lodi Unified","Clyde W. Needham Elementary"
"8455","San Joaquin","Lodi Unified","Creekside Elementary"
"8456","San Joaquin","Lodi Unified","Davis Elementary"
"8457","San Joaquin","Lodi Unified","Delta Sierra Middle"
"8458","San Joaquin","Lodi Unified","Elkhorn"
"8459","San Joaquin","Lodi Unified","Ellerth E. Larson Elementary"
"8460","San Joaquin","Lodi Unified","Erma B. Reese Elementary"
"8461","San Joaquin","Lodi Unified","George Lincoln Mosher"
"8462","San Joaquin","Lodi Unified","George Washington Elementary"
"8463","San Joaquin","Lodi Unified","Henderson"
"8464","San Joaquin","Lodi Unified","Heritage Elementary"
"8465","San Joaquin","Lodi Unified","Houston"
"8466","San Joaquin","Lodi Unified","Independence"
"8467","San Joaquin","Lodi Unified","Joe Serna Jr. Charter"
"8468","San Joaquin","Lodi Unified","John Muir Elementary"
"8469","San Joaquin","Lodi Unified","Julia Morgan Elementary"
"8470","San Joaquin","Lodi Unified","Lakewood Elementary"
"8471","San Joaquin","Lodi Unified","Lawrence Elementary"
"8472","San Joaquin","Lodi Unified","Leroy Nichols Elementary"
"8473","San Joaquin","Lodi Unified","Liberty High"
"8474","San Joaquin","Lodi Unified","Live Oak Elementary"
"8475","San Joaquin","Lodi Unified","Lockeford Elementary"
"8476","San Joaquin","Lodi Unified","Lodi High"
"8477","San Joaquin","Lodi Unified","Lodi Middle"
"8478","San Joaquin","Lodi Unified","Lois E. Borchardt Elementary"
"8479","San Joaquin","Lodi Unified","Manlio Silva Elementary"
"8480","San Joaquin","Lodi Unified","Middle College High"
"8481","San Joaquin","Lodi Unified","Millswood Middle"
"8482","San Joaquin","Lodi Unified","Morada Middle"
"8483","San Joaquin","Lodi Unified","Oakwood Elementary"
"8484","San Joaquin","Lodi Unified","Parklane Elementary"
"8485","San Joaquin","Lodi Unified","Plaza Robles Continuation High"
"8486","San Joaquin","Lodi Unified","Podesta Ranch Elementary"
"8487","San Joaquin","Lodi Unified","Rio Valley Charter"
"8488","San Joaquin","Lodi Unified","Ronald E. McNair High"
"8489","San Joaquin","Lodi Unified","Sutherland Elementary"
"8490","San Joaquin","Lodi Unified","Tokay High"
"8491","San Joaquin","Lodi Unified","Turner Academy at Tokay Colony"
"8492","San Joaquin","Lodi Unified","Valley Robotics Academy"
"8493","San Joaquin","Lodi Unified","Victor Elementary"
"8494","San Joaquin","Lodi Unified","Vinewood Elementary"
"8495","San Joaquin","Lodi Unified","Wagner-Holt Elementary"
"8496","San Joaquin","Lodi Unified","Westwood Elementary"
"8497","San Joaquin","Lodi Unified","Woodbridge"
"8498","San Joaquin","Manteca Unified","August Knodt Elementary"
"8499","San Joaquin","Manteca Unified","Brock Elliott Elementary"
"8500","San Joaquin","Manteca Unified","Calla High"
"8501","San Joaquin","Manteca Unified","East Union High"
"8502","San Joaquin","Manteca Unified","French Camp Elementary"
"8503","San Joaquin","Manteca Unified","George McParland Elementary"
"8504","San Joaquin","Manteca Unified","George Y. Komure Elementary"
"8505","San Joaquin","Manteca Unified","Golden West Elementary"
"8506","San Joaquin","Manteca Unified","Great Valley Elementary"
"8507","San Joaquin","Manteca Unified","Joseph Widmer Jr. Elementary"
"8508","San Joaquin","Manteca Unified","Joshua Cowell Elementary"
"8509","San Joaquin","Manteca Unified","Lathrop Elementary"
"8510","San Joaquin","Manteca Unified","Lathrop High"
"8511","San Joaquin","Manteca Unified","Lincoln Elementary"
"8512","San Joaquin","Manteca Unified","Manteca High"
"8513","San Joaquin","Manteca Unified","Mossdale Elementary"
"8514","San Joaquin","Manteca Unified","Neil Hafley Elementary"
"8515","San Joaquin","Manteca Unified","New Haven Elementary"
"8516","San Joaquin","Manteca Unified","New Vision High"
"8517","San Joaquin","Manteca Unified","Nile Garden Elementary"
"8518","San Joaquin","Manteca Unified","Sequoia Elementary"
"8519","San Joaquin","Manteca Unified","Shasta Elementary"
"8520","San Joaquin","Manteca Unified","Sierra High"
"8521","San Joaquin","Manteca Unified","Stella Brockman Elementary"
"8522","San Joaquin","Manteca Unified","Veritas Elementary"
"8523","San Joaquin","Manteca Unified","Walter Woodward Elementary"
"8524","San Joaquin","Manteca Unified","Weston Ranch High"
"8525","San Joaquin","New Hope Elementary","New Hope Elementary"
"8526","San Joaquin","New Jerusalem Elementary","California Virtual Academy @ San Joaquin"
"8527","San Joaquin","New Jerusalem Elementary","Delta Bridges Charter"
"8528","San Joaquin","New Jerusalem Elementary","Delta Charter"
"8529","San Joaquin","New Jerusalem Elementary","Delta Charter Online"
"8530","San Joaquin","New Jerusalem Elementary","Delta Home Charter"
"8531","San Joaquin","New Jerusalem Elementary","Delta Keys Charter"
"8532","San Joaquin","New Jerusalem Elementary","Humphreys College Academy of Business, Law and Education"
"8533","San Joaquin","New Jerusalem Elementary","Insight @ San Joaquin"
"8534","San Joaquin","New Jerusalem Elementary","New Jerusalem"
"8535","San Joaquin","New Jerusalem Elementary","New Jerusalem Elementary"
"8536","San Joaquin","New Jerusalem Elementary","Valley View Charter Prep"
"8537","San Joaquin","Oak View Union Elementary","Oak View Elementary"
"8538","San Joaquin","Ripon Unified","California Connections Academy @ Ripon"
"8539","San Joaquin","Ripon Unified","Colony Oak Elementary"
"8540","San Joaquin","Ripon Unified","Harvest High"
"8541","San Joaquin","Ripon Unified","Park View Elementary"
"8542","San Joaquin","Ripon Unified","Ripon Elementary"
"8543","San Joaquin","Ripon Unified","Ripon High"
"8544","San Joaquin","Ripon Unified","Ripona Elementary"
"8545","San Joaquin","Ripon Unified","Weston Elementary"
"8546","San Joaquin","San Joaquin County Office of Education","John F. Cruikshank, Jr."
"8547","San Joaquin","San Joaquin County Office of Education","one.Charter"
"8548","San Joaquin","San Joaquin County Office of Education","San Joaquin County Community"
"8549","San Joaquin","San Joaquin County Office of Education","San Joaquin County Special Education"
"8550","San Joaquin","San Joaquin County Office of Education","TEAM Charter"
"8551","San Joaquin","San Joaquin County Office of Education","Venture Academy"
"8552","San Joaquin","Stockton Unified","Adams Elementary"
"8553","San Joaquin","Stockton Unified","Alexander Hamilton Elementary"
"8554","San Joaquin","Stockton Unified","Aspire APEX Academy"
"8555","San Joaquin","Stockton Unified","Aspire Langston Hughes Academy"
"8556","San Joaquin","Stockton Unified","Aspire Port City Academy"
"8557","San Joaquin","Stockton Unified","Aspire Rosa Parks Academy"
"8558","San Joaquin","Stockton Unified","Aspire Stockton 6-12 Secondary Academy"
"8559","San Joaquin","Stockton Unified","Aspire Stockton TK-5 Elementary Academy"
"8560","San Joaquin","Stockton Unified","August Elementary"
"8561","San Joaquin","Stockton Unified","Cesar Chavez High"
"8562","San Joaquin","Stockton Unified","Cleveland Elementary"
"8563","San Joaquin","Stockton Unified","Commodore Stockton Skills"
"8564","San Joaquin","Stockton Unified","District Special Education"
"8565","San Joaquin","Stockton Unified","Dolores Huerta Elementary"
"8566","San Joaquin","Stockton Unified","Dr. Lewis Dolphin Stallworth Sr. Charter"
"8567","San Joaquin","Stockton Unified","Edison High"
"8568","San Joaquin","Stockton Unified","Edward C. Merlo Institute of Environmental Studies"
"8569","San Joaquin","Stockton Unified","El Dorado Elementary"
"8570","San Joaquin","Stockton Unified","Elmwood Elementary"
"8571","San Joaquin","Stockton Unified","Fillmore Elementary"
"8572","San Joaquin","Stockton Unified","Flora Arca Mata"
"8573","San Joaquin","Stockton Unified","Franklin High"
"8574","San Joaquin","Stockton Unified","George W. Bush Elementary"
"8575","San Joaquin","Stockton Unified","George Washington Elementary"
"8576","San Joaquin","Stockton Unified","Grunsky Elementary"
"8577","San Joaquin","Stockton Unified","Harrison Elementary"
"8578","San Joaquin","Stockton Unified","Hazelton Elementary"
"8579","San Joaquin","Stockton Unified","Health Careers Academy"
"8580","San Joaquin","Stockton Unified","Hoover Elementary"
"8581","San Joaquin","Stockton Unified","Jane Frederick High"
"8582","San Joaquin","Stockton Unified","John C. Fremont Elementary"
"8583","San Joaquin","Stockton Unified","John Marshall Elementary"
"8584","San Joaquin","Stockton Unified","Kennedy Elementary"
"8585","San Joaquin","Stockton Unified","King Elementary"
"8586","San Joaquin","Stockton Unified","KIPP Stockton Kindergarten-12 Grade"
"8587","San Joaquin","Stockton Unified","Kohl Open Elementary"
"8588","San Joaquin","Stockton Unified","Madison Elementary"
"8589","San Joaquin","Stockton Unified","Maxine Hong Kingston Elementary"
"8590","San Joaquin","Stockton Unified","McKinley Elementary"
"8591","San Joaquin","Stockton Unified","Monroe Elementary"
"8592","San Joaquin","Stockton Unified","Montezuma Elementary"
"8593","San Joaquin","Stockton Unified","Nightingale Charter"
"8594","San Joaquin","Stockton Unified","Pacific Law Academy"
"8595","San Joaquin","Stockton Unified","Pittman Charter"
"8596","San Joaquin","Stockton Unified","Primary Years Academy"
"8597","San Joaquin","Stockton Unified","Pulliam Elementary"
"8598","San Joaquin","Stockton Unified","Rio Calaveras Elementary"
"8599","San Joaquin","Stockton Unified","Roosevelt Elementary"
"8600","San Joaquin","Stockton Unified","San Joaquin Elementary"
"8601","San Joaquin","Stockton Unified","Spanos (Alex G.) Elementary"
"8602","San Joaquin","Stockton Unified","Stagg Senior High"
"8603","San Joaquin","Stockton Unified","Stockton Collegiate International Elementary"
"8604","San Joaquin","Stockton Unified","Stockton Collegiate International Secondary"
"8605","San Joaquin","Stockton Unified","Stockton Early College Academy"
"8606","San Joaquin","Stockton Unified","Stockton High"
"8607","San Joaquin","Stockton Unified","Taft Elementary"
"8608","San Joaquin","Stockton Unified","Taylor Leadership Academy"
"8609","San Joaquin","Stockton Unified","Team Charter Academy"
"8610","San Joaquin","Stockton Unified","Valentine Peyton Elementary"
"8611","San Joaquin","Stockton Unified","Van Buren Elementary"
"8612","San Joaquin","Stockton Unified","Victory Elementary"
"8613","San Joaquin","Stockton Unified","Voices College Bound Language Academy at Stockton"
"8614","San Joaquin","Stockton Unified","Walton Development Center"
"8615","San Joaquin","Stockton Unified","Weber Institute"
"8616","San Joaquin","Stockton Unified","Wilhelmina Henry Elementary"
"8617","San Joaquin","Stockton Unified","Wilson Elementary"
"8618","San Joaquin","Tracy Joint Unified","Art Freiler"
"8619","San Joaquin","Tracy Joint Unified","Central Elementary"
"8620","San Joaquin","Tracy Joint Unified","Discovery Charter"
"8621","San Joaquin","Tracy Joint Unified","Duncan-Russell Community Day"
"8622","San Joaquin","Tracy Joint Unified","Earle E. Williams Middle"
"8623","San Joaquin","Tracy Joint Unified","George and Evelyn Stein Continuation"
